number,Locality,Latin_Binomial,genus,Family,Trunk.diameter..cm.,Total.height..m.,Dry.weight.branch..kg.,Dry.weight.trunk..kg.,Dry.weight.leaf..kg.,Dry.total.AGB..kg.,Wood.specific.gravity,wsg.taxolevel,wsg.comment,f,taxolevel,,
4502,Cameroon2,Discoglypremna_caloneura,Discoglypremna,Euphorbiaceae,38,NA,181.59,622.61,NA,804.20,0.41,species,original.values,,species,,
4503,Cameroon2,Anopyxis_klaineana,Anopyxis,Rhizophoraceae,35.3,NA,158.42,674.57,NA,832.99,0.62,species,original.values,,species,,
4504,Cameroon2,Xylopia_hypolampra,Xylopia,Annonaceae,30.6,NA,393.56,479.81,NA,873.37,0.66,species,original.values,,species,,
4505,Cameroon2,Eribroma_oblongum,Eribroma,Malvaceae,35.6,NA,99.23,776.03,NA,875.26,0.45,species,original.values,,species,,
4506,Cameroon2,Afzelia_bipindensis,Afzelia,Fabaceae,31.2,NA,240.24,668.31,NA,908.55,0.59,species,original.values,,species,,
4507,Cameroon2,Polyalthia_suaveolens,Polyalthia,Annonaceae,34,NA,160.73,750.78,NA,911.51,0.61,species,original.values,,species,,
4508,Cameroon2,Phyllocosmus_africanus,Phyllocosmus,Ixonanthaceae,28.4,NA,297.24,617.86,NA,915.10,0.73,species,original.values,,species,,
4509,Cameroon2,Mansonia_altissima,Mansonia,Malvaceae,34.5,NA,93.51,873.45,NA,966.96,0.54,species,original.values,,species,,
4510,Cameroon2,Entandrophragma_cylindricum,Entandrophragma,Meliaceae,37.5,NA,293.18,702.97,NA,996.15,0.62,species,original.values,,species,,
4511,Cameroon2,Entandrophragma_cylindricum,Entandrophragma,Meliaceae,38.5,NA,258.42,738.09,NA,996.51,0.56,species,original.values,,species,,
4512,Cameroon2,Xylopia_phloiodora,Xylopia,Annonaceae,33.6,NA,219.22,781.41,NA,1000.63,0.51,species,original.values,,species,,
4513,Cameroon2,Cassipourea_sp,Cassipourea,Rhizophoraceae,35.4,NA,279.92,731.08,NA,1011.00,0.52,species,original.values,,genus,,
4514,Cameroon2,Pericopsis_elata,Pericopsis,Fabaceae,34.4,NA,199.38,892.53,NA,1091.91,0.63,species,original.values,,species,,
4515,Cameroon2,Celtis_mildbraedii,Celtis,Cannabaceae,36,NA,174.23,1012.24,NA,1186.47,0.64,species,original.values,,species,,
4516,Cameroon2,Cleistopholis_glauca,Cleistopholis,Annonaceae,48.9,NA,312.74,927.79,NA,1240.53,0.44,species,original.values,,species,,
4517,Cameroon2,Trichilia_monadelpha,Trichilia,Meliaceae,41.1,NA,333.04,913.67,NA,1246.71,0.49,species,original.values,,species,,
4518,Cameroon2,Entandrophragma_cylindricum,Entandrophragma,Meliaceae,40.1,NA,248.67,1029.50,NA,1278.17,0.60,species,original.values,,species,,
4519,Cameroon2,Polyalthia_suaveolens,Polyalthia,Annonaceae,33.8,NA,232.39,1049.48,NA,1281.87,0.62,species,original.values,,species,,
4520,Cameroon2,Xylopia_phloiodora,Xylopia,Annonaceae,37.3,NA,286.21,1013.65,NA,1299.86,0.54,species,original.values,,species,,
4521,Cameroon2,Keayodendron_bridelioides,Keayodendron,Phyllanthaceae,39.3,NA,242.13,1093.19,NA,1335.32,0.65,species,original.values,,species,,
4522,Cameroon2,Mansonia_altissima,Mansonia,Malvaceae,42.4,NA,245.98,1116.89,NA,1362.87,0.54,species,original.values,,species,,
4523,Cameroon2,Mansonia_altissima,Mansonia,Malvaceae,37.6,NA,282.22,1133.34,NA,1415.56,0.60,species,original.values,,species,,
4524,Cameroon2,Annickia_chlorantha,Annickia,Annonaceae,39.3,NA,96.24,1323.59,NA,1419.83,0.45,species,original.values,,species,,
4525,Cameroon2,Rauvolfia_caffra,Rauvolfia,Apocynaceae,48.4,NA,447.41,973.48,NA,1420.89,0.41,species,original.values,,species,,
4526,Cameroon2,Polyalthia_suaveolens,Polyalthia,Annonaceae,44.4,NA,315.03,1119.80,NA,1434.83,0.53,species,original.values,,species,,
4527,Cameroon2,Celtis_adolfi-friderici,Celtis,Cannabaceae,41.5,NA,356.41,1134.39,NA,1490.80,0.68,species,original.values,,species,,
4528,Cameroon2,Keayodendron_bridelioides,Keayodendron,Phyllanthaceae,40.1,NA,356.35,1210.95,NA,1567.30,0.63,species,original.values,,species,,
4529,Cameroon2,Mansonia_altissima,Mansonia,Malvaceae,42.2,NA,423.44,1171.35,NA,1594.79,0.56,species,original.values,,species,,
4530,Cameroon2,Afzelia_bipindensis,Afzelia,Fabaceae,37.6,NA,539.45,1101.47,NA,1640.92,0.74,species,original.values,,species,,
4531,Cameroon2,Celtis_adolfi-friderici,Celtis,Cannabaceae,39.3,NA,462.83,1179.43,NA,1642.26,0.62,species,original.values,,species,,
4532,Cameroon2,Terminalia_superba,Terminalia,Combretaceae,41.7,NA,315.19,1335.24,NA,1650.43,0.61,species,original.values,,species,,
4533,Cameroon2,Entandrophragma_cylindricum,Entandrophragma,Meliaceae,48,NA,326.72,1374.25,NA,1700.97,0.48,species,original.values,,species,,
4534,Cameroon2,Celtis_adolfi-friderici,Celtis,Cannabaceae,50.3,NA,397.83,1431.38,NA,1829.21,0.63,species,original.values,,species,,
4535,Cameroon2,Spathodea_campanulata,Spathodea,Bignoniaceae,46.8,NA,233.27,1598.60,NA,1831.87,0.50,species,original.values,,species,,
4536,Cameroon2,Keayodendron_bridelioides,Keayodendron,Phyllanthaceae,47.1,NA,478.73,1515.97,NA,1994.70,0.61,species,original.values,,species,,
4537,Cameroon2,Triplochiton_scleroxylon,Triplochiton,Malvaceae,55.8,NA,268.14,1741.63,NA,2009.77,0.36,species,original.values,,species,,
4538,Cameroon2,Fernandoa_adolfi-friderici,Fernandoa,Bignoniaceae,48.4,NA,508.73,1513.64,NA,2022.37,0.50,species,original.values,,species,,
4539,Cameroon2,Terminalia_superba,Terminalia,Combretaceae,45.9,NA,184.29,1886.19,NA,2070.48,0.36,species,original.values,,species,,
4540,Cameroon2,Annickia_chlorantha,Annickia,Annonaceae,47.3,NA,197.29,1919.73,NA,2117.02,0.52,species,original.values,,species,,
4541,Cameroon2,Angylocalyx_pynaertii,Angylocalyx,Fabaceae,47.8,NA,467.33,1693.56,NA,2160.89,0.70,species,original.values,,species,,
4542,Cameroon2,Anopyxis_klaineana,Anopyxis,Rhizophoraceae,46.8,NA,383.92,2069.32,NA,2453.24,0.67,species,original.values,,species,,
4543,Cameroon2,Mansonia_altissima,Mansonia,Malvaceae,50.7,NA,282.37,2175.49,NA,2457.86,0.56,species,original.values,,species,,
4544,Cameroon2,Pericopsis_elata,Pericopsis,Fabaceae,50.7,NA,556.23,1930.85,NA,2487.08,0.61,species,original.values,,species,,
4545,Cameroon2,Entandrophragma_cylindricum,Entandrophragma,Meliaceae,53.7,NA,683.14,1914.26,NA,2597.40,0.65,species,original.values,,species,,
4546,Cameroon2,Celtis_adolfi-friderici,Celtis,Cannabaceae,46.2,NA,1345.13,1475.57,NA,2820.70,0.75,species,original.values,,species,,
4547,Cameroon2,Alstonia_boonei,Alstonia,Apocynaceae,61.1,NA,799.17,2322.54,NA,3121.71,0.39,species,original.values,,species,,
4548,Cameroon2,NA,NA,NA,51,NA,1572.11,1608.70,NA,3180.81,0.65,species,original.values,,NA,,
4549,Cameroon2,Blighia_welwitschii,Blighia,Sapindaceae,49.8,NA,588.05,2594.21,NA,3182.26,0.72,species,original.values,,species,,
4550,Cameroon2,Piptadeniastrum_africanum,Piptadeniastrum,Fabaceae,55.2,NA,1494.21,1838.52,NA,3332.73,0.63,species,original.values,,species,,
4551,Cameroon2,Afzelia_bipindensis,Afzelia,Fabaceae,57.9,NA,1979.35,1369.60,NA,3348.95,0.66,species,original.values,,species,,
4552,Cameroon2,Pericopsis_elata,Pericopsis,Fabaceae,54.8,NA,584.91,2804.36,NA,3389.27,0.59,species,original.values,,species,,
4553,Cameroon2,Pericopsis_elata,Pericopsis,Fabaceae,62.5,NA,740.82,2935.39,NA,3676.21,0.61,species,original.values,,species,,
4554,Cameroon2,Pericopsis_elata,Pericopsis,Fabaceae,66.6,NA,1562.95,2664.28,NA,4227.23,0.58,species,original.values,,species,,
4555,Cameroon2,Duguetia_confinis,Duguetia,Annonaceae,57.6,NA,616.57,3677.72,NA,4294.29,0.61,species,original.values,,species,,
4556,Cameroon2,Erythrophleum_suaveolens,Erythrophleum,Fabaceae,50.3,NA,1587.10,2799.69,NA,4386.79,0.97,species,original.values,,species,,
4557,Cameroon2,Erythrophleum_suaveolens,Erythrophleum,Fabaceae,53.5,NA,2574.80,2927.04,NA,5501.84,0.97,species,original.values,,species,,
4558,Cameroon2,Erythrophleum_suaveolens,Erythrophleum,Fabaceae,57.2,NA,1811.61,4147.83,NA,5959.44,0.97,species,original.values,,species,,
4559,Cameroon2,Pericopsis_elata,Pericopsis,Fabaceae,67.2,NA,2487.25,3949.01,NA,6436.26,0.61,species,original.values,,species,,
4560,Cameroon2,Terminalia_superba,Terminalia,Combretaceae,75.2,NA,1864.15,4894.98,NA,6759.13,0.57,species,original.values,,species,,
4561,Cameroon2,Terminalia_superba,Terminalia,Combretaceae,63.7,NA,1336.03,6261.58,NA,7597.61,0.80,species,original.values,,species,,
4562,Cameroon2,Entandrophragma_cylindricum,Entandrophragma,Meliaceae,74,NA,708.38,7523.64,NA,8232.02,0.68,species,original.values,,species,,
4563,Cameroon2,Pericopsis_elata,Pericopsis,Fabaceae,84.3,NA,6516.36,2032.18,NA,8548.54,0.62,species,original.values,,species,,
4564,Cameroon2,Pericopsis_elata,Pericopsis,Fabaceae,93.2,NA,2622.82,6336.86,NA,8959.68,0.61,species,original.values,,species,,
4565,Cameroon2,Mansonia_altissima,Mansonia,Malvaceae,70,NA,3138.47,5868.99,NA,9007.46,0.53,species,original.values,,species,,
4566,Cameroon2,Erythrophleum_suaveolens,Erythrophleum,Fabaceae,78.2,NA,3714.36,5493.90,NA,9208.26,0.85,species,original.values,,species,,
4567,Cameroon2,Pericopsis_elata,Pericopsis,Fabaceae,81.6,NA,3461.34,6018.41,NA,9479.75,0.69,species,original.values,,species,,
4568,Cameroon2,Erythrophleum_suaveolens,Erythrophleum,Fabaceae,61.2,NA,4346.27,5189.28,NA,9535.55,0.97,species,original.values,,species,,
4569,Cameroon2,Entandrophragma_cylindricum,Entandrophragma,Meliaceae,96.3,NA,3717.66,7505.83,NA,11223.49,0.61,species,original.values,,species,,
4570,Cameroon2,Entandrophragma_cylindricum,Entandrophragma,Meliaceae,102,NA,4669.16,8112.28,NA,12781.44,0.55,species,original.values,,species,,
4571,Cameroon2,Erythrophleum_suaveolens,Erythrophleum,Fabaceae,80.9,NA,4034.33,8948.19,NA,12982.52,1.13,species,original.values,,species,,
4572,Cameroon2,Pericopsis_elata,Pericopsis,Fabaceae,107.5,NA,5672.25,8357.18,NA,14029.43,0.64,species,original.values,,species,,
4573,Cameroon2,Entandrophragma_cylindricum,Entandrophragma,Meliaceae,95,NA,4500.28,9585.01,NA,14085.29,0.67,species,original.values,,species,,
4574,Cameroon2,Baillonella_toxisperma,Baillonella,Sapotaceae,112.5,NA,3920.99,10270.30,NA,14191.29,0.67,species,original.values,,species,,
4575,Cameroon2,Pericopsis_elata,Pericopsis,Fabaceae,101.2,NA,4974.97,10366.81,NA,15341.78,0.43,species,original.values,,species,,
4576,Cameroon2,Entandrophragma_cylindricum,Entandrophragma,Meliaceae,109.1,NA,6021.19,10155.93,NA,16177.12,0.65,species,original.values,,species,,
4577,Cameroon2,Pericopsis_elata,Pericopsis,Fabaceae,121.4,NA,8790.40,7754.48,NA,16544.88,0.62,species,original.values,,species,,
4578,Cameroon2,Erythrophleum_suaveolens,Erythrophleum,Fabaceae,81.1,NA,10074.87,6523.57,NA,16598.44,0.97,species,original.values,,species,,
4579,Cameroon2,Pericopsis_elata,Pericopsis,Fabaceae,102,NA,5091.79,11704.39,NA,16796.18,0.56,species,original.values,,species,,
4580,Cameroon2,Erythrophleum_suaveolens,Erythrophleum,Fabaceae,91.8,NA,10872.26,8886.15,NA,19758.41,0.97,species,original.values,,species,,
4581,Cameroon2,Erythrophleum_suaveolens,Erythrophleum,Fabaceae,113.8,NA,2960.76,17030.40,NA,19991.16,0.97,species,original.values,,species,,
4582,Cameroon2,Baillonella_toxisperma,Baillonella,Sapotaceae,120.3,NA,3814.52,17168.18,NA,20982.70,0.68,species,original.values,,species,,
4583,Cameroon2,Erythrophleum_suaveolens,Erythrophleum,Fabaceae,106.2,NA,8209.13,13816.46,NA,22025.59,0.97,species,original.values,,species,,
4584,Cameroon2,Erythrophleum_suaveolens,Erythrophleum,Fabaceae,100.7,NA,8164.42,15453.60,NA,23618.02,1.02,species,original.values,,species,,
4585,Cameroon2,Entandrophragma_cylindricum,Entandrophragma,Meliaceae,147.7,NA,13454.00,10570.14,NA,24024.14,0.56,species,original.values,,species,,
4586,Cameroon2,Baillonella_toxisperma,Baillonella,Sapotaceae,153.5,NA,16038.65,21094.96,NA,37133.61,0.73,species,original.values,,species,,
4587,Cameroon2,Erythrophleum_suaveolens,Erythrophleum,Fabaceae,124.2,NA,22795.68,14978.32,NA,37774.00,0.97,species,original.values,,species,,
4588,Cameroon2,Entandrophragma_cylindricum,Entandrophragma,Meliaceae,141.7,NA,17547.26,20788.95,NA,38336.21,0.69,species,original.values,,species,,
4589,Cameroon2,Entandrophragma_cylindricum,Entandrophragma,Meliaceae,129.7,NA,15232.06,23216.96,NA,38449.02,0.65,species,original.values,,species,,
4590,Cameroon2,Erythrophleum_suaveolens,Erythrophleum,Fabaceae,121,NA,18246.70,21764.57,NA,40011.27,1.15,species,original.values,,species,,
4591,Cameroon2,Entandrophragma_cylindricum,Entandrophragma,Meliaceae,161.1,NA,24296.10,24198.21,NA,48494.31,0.62,species,original.values,,species,,
4592,Cameroon2,Erythrophleum_suaveolens,Erythrophleum,Fabaceae,137.5,NA,18256.35,35059.68,NA,53316.03,1.05,species,original.values,,species,,
4593,Cameroon2,Entandrophragma_cylindricum,Entandrophragma,Meliaceae,192.5,NA,35543.22,34836.90,NA,70380.12,0.60,species,original.values,,species,,
4594,SouthAfrica,Acacia_nigrescens,Acacia,Fabaceae,5.4,3.6,NA,NA,NA,1.87,0.90,species,original.values,0.0197,species,,
4595,SouthAfrica,Acacia_nigrescens,Acacia,Fabaceae,7.0,3.6,NA,NA,0.43,7.34,0.90,species,original.values,0.0462,species,,
4596,SouthAfrica,Acacia_nigrescens,Acacia,Fabaceae,8.9,3.0,NA,NA,0.62,10.69,0.90,species,original.values,0.0499,species,,
4597,SouthAfrica,Acacia_nigrescens,Acacia,Fabaceae,12.8,5.5,NA,NA,NA,31.27,0.90,species,original.values,0.0385,species,,
4598,SouthAfrica,Acacia_nigrescens,Acacia,Fabaceae,15.0,8.0,NA,NA,1.57,52.36,0.90,species,original.values,0.0323,species,,
4599,SouthAfrica,Acacia_nigrescens,Acacia,Fabaceae,15.9,7.0,NA,NA,2.60,60.83,0.90,species,original.values,0.0381,species,,
4600,SouthAfrica,Acacia_nigrescens,Acacia,Fabaceae,18.8,6.6,NA,NA,1.40,56.50,0.90,species,original.values,0.0271,species,,
4601,SouthAfrica,Acacia_nigrescens,Acacia,Fabaceae,22.6,6.8,NA,NA,0.58,114.53,0.90,species,original.values,0.0366,species,,
4602,SouthAfrica,Acacia_nigrescens,Acacia,Fabaceae,24.2,8.0,NA,NA,8.95,321.19,0.90,species,original.values,0.0760,species,,
4603,SouthAfrica,Acacia_nigrescens,Acacia,Fabaceae,36.0,9.3,NA,NA,NA,666.73,0.93,species,original.values,0.0594,species,,
4604,SouthAfrica,Acacia_nigrescens,Acacia,Fabaceae,70.0,15.5,NA,NA,39.04,3890.36,0.91,species,original.values,0.0566,species,,
4605,SouthAfrica,Acacia_nigrescens,Acacia,Fabaceae,79.3,13.3,NA,NA,6.87,4538.06,0.87,species,original.values,0.0626,species,,
4606,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.0,4.7,NA,NA,0.65,10.90,0.84,species,original.values,0.1110,species,,
4607,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.0,2.9,NA,NA,NA,7.36,0.84,species,original.values,0.1236,species,,
4608,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.0,2.4,NA,NA,0.29,3.43,0.84,species,original.values,0.0685,species,,
4609,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.0,3.5,NA,NA,0.30,2.98,0.84,species,original.values,0.0408,species,,
4610,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.0,3.1,NA,NA,0.05,2.45,0.84,species,original.values,0.0378,species,,
4611,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.0,2.5,NA,NA,0.15,2.35,0.84,species,original.values,0.0460,species,,
4612,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.0,2.4,NA,NA,0.32,2.28,0.84,species,original.values,0.0456,species,,
4613,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.0,2.9,NA,NA,NA,1.40,0.84,species,original.values,0.0232,species,,
4614,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.1,3.0,NA,NA,0.41,4.98,0.84,species,original.values,0.0764,species,,
4615,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.1,2.8,NA,NA,0.30,2.70,0.84,species,original.values,0.0444,species,,
4616,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.2,4.1,NA,NA,0.17,3.66,0.84,species,original.values,0.0395,species,,
4617,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.2,2.7,NA,NA,0.27,3.47,0.84,species,original.values,0.0569,species,,
4618,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.2,3.4,NA,NA,0.29,3.41,0.84,species,original.values,0.0446,species,,
4619,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.2,3.1,NA,NA,0.30,3.21,0.84,species,original.values,0.0458,species,,
4620,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.2,2.2,NA,NA,0.26,2.59,0.84,species,original.values,0.0522,species,,
4621,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.3,3.8,NA,NA,0.48,4.31,0.84,species,original.values,0.0483,species,,
4622,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.3,3.3,NA,NA,0.27,3.41,0.84,species,original.values,0.0441,species,,
4623,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.3,2.9,NA,NA,0.28,3.31,0.84,species,original.values,0.0487,species,,
4624,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.3,2.8,NA,NA,0.43,3.31,0.84,species,original.values,0.0504,species,,
4625,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.4,3.1,NA,NA,0.71,8.28,0.84,species,original.values,0.1097,species,,
4626,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.4,4.0,NA,NA,0.65,7.14,0.84,species,original.values,0.0733,species,,
4627,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.4,3.3,NA,NA,0.28,5.19,0.84,species,original.values,0.0646,species,,
4628,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.4,4.0,NA,NA,NA,4.63,0.84,species,original.values,0.0475,species,,
4629,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.4,4.0,NA,NA,0.17,3.31,0.84,species,original.values,0.0339,species,,
4630,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.4,2.9,NA,NA,0.39,3.32,0.84,species,original.values,0.0470,species,,
4631,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.4,2.7,NA,NA,0.35,3.16,0.84,species,original.values,0.0480,species,,
4632,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.5,3.5,NA,NA,0.33,6.76,0.84,species,original.values,0.0764,species,,
4633,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.5,3.3,NA,NA,0.47,6.22,0.84,species,original.values,0.0745,species,,
4634,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.5,2.7,NA,NA,0.37,5.50,0.84,species,original.values,0.0806,species,,
4635,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.5,4.1,NA,NA,0.17,4.97,0.84,species,original.values,0.0480,species,,
4636,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.5,3.8,NA,NA,0.29,4.62,0.84,species,original.values,0.0482,species,,
4637,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.5,3.0,NA,NA,0.36,3.82,0.84,species,original.values,0.0510,species,,
4638,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.5,4.6,NA,NA,0.33,3.35,0.84,species,original.values,0.0288,species,,
4639,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.5,3.1,NA,NA,0.23,2.83,0.84,species,original.values,0.0362,species,,
4640,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.5,2.6,NA,NA,0.32,2.69,0.84,species,original.values,0.0409,species,,
4641,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.7,3.4,NA,NA,0.48,3.74,0.84,species,original.values,0.0405,species,,
4642,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.8,3.1,NA,NA,0.11,5.41,0.84,species,original.values,0.0621,species,,
4643,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.8,3.9,NA,NA,0.63,4.72,0.84,species,original.values,0.0431,species,,
4644,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.8,3.1,NA,NA,0.26,3.97,0.84,species,original.values,0.0456,species,,
4645,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.8,3.3,NA,NA,0.29,3.52,0.84,species,original.values,0.0379,species,,
4646,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.8,3.6,NA,NA,0.30,3.00,0.84,species,original.values,0.0297,species,,
4647,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.9,3.0,NA,NA,0.64,6.21,0.84,species,original.values,0.0712,species,,
4648,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.9,4.1,NA,NA,0.35,5.59,0.84,species,original.values,0.0469,species,,
4649,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.9,4.0,NA,NA,0.40,5.64,0.84,species,original.values,0.0485,species,,
4650,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.9,3.5,NA,NA,0.47,4.60,0.84,species,original.values,0.0452,species,,
4651,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.9,2.7,NA,NA,0.53,3.43,0.84,species,original.values,0.0438,species,,
4652,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.9,1.8,NA,NA,0.26,3.06,0.72,species,original.values,0.0675,species,,
4653,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.9,3.9,NA,NA,0.42,2.90,0.84,species,original.values,0.0256,species,,
4654,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,5.9,2.4,NA,NA,0.43,2.81,0.84,species,original.values,0.0402,species,,
4655,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,6.0,3.2,NA,NA,0.28,6.41,0.84,species,original.values,0.0666,species,,
4656,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,6.0,3.6,NA,NA,0.83,6.11,0.84,species,original.values,0.0564,species,,
4657,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,6.0,3.5,NA,NA,0.48,4.27,0.84,species,original.values,0.0405,species,,
4658,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,6.1,4.2,NA,NA,NA,6.59,0.84,species,original.values,0.0511,species,,
4659,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,6.1,2.8,NA,NA,0.16,3.64,0.84,species,original.values,0.0419,species,,
4660,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,6.1,2.2,NA,NA,0.19,2.53,0.84,species,original.values,0.0369,species,,
4661,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,6.2,4.2,NA,NA,0.56,7.13,0.84,species,original.values,0.0529,species,0.7049,0.062628805
4662,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,6.2,3.2,NA,NA,0.46,6.16,0.84,species,original.values,0.0600,species,0.7049,0.07104125
4663,SouthAfrica,Colophospermum_mopane,Colophospermum,Fabaceae,6.2,2.2,NA,NA,0.49,5.51,0.84,species,original.values,0.0781,species,0.7049,0.092498387
